"TimeStamp","RocketName","freq","counter","state","gps_latitude","gps_longitude","altitude","apogee","voltageMon","last_ack","last_nack","RSSI","SNR","PacketLength"
"14:42:11","<2>",921,41,"IDLE_SAFE",15.036214,100.912368,125.8011,9.2219,0,3,0,-71,7,71
"14:42:13","<2>",921,42,"IDLE_SAFE",15.036214,100.912368,126.0201,9.2219,0,3,0,-64,6.75,71
"14:42:15","<2>",921,43,"IDLE_SAFE",15.036214,100.912368,125.8104,9.2219,0,3,0,-75,2.25,71
"14:42:17","<2>",921,44,"IDLE_SAFE",15.036214,100.912368,125.9708,9.2219,0,3,0,-79,4,71
"14:42:19","<2>",921,45,"IDLE_SAFE",15.036214,100.912368,125.559,9.2219,0,3,0,-83,7,71
"14:42:21","<2>",921,46,"IDLE_SAFE",15.036214,100.912368,125.1745,9.2219,0,3,0,-106,2,71
"14:42:23","<2>",921,47,"IDLE_SAFE",15.036214,100.912368,124.7469,9.2219,0,3,0,-79,6.5,71
"14:42:25","<2>",921,48,"IDLE_SAFE",15.036214,100.912368,124.4585,9.2219,0,3,0,-94,6.25,71
"14:42:27","<2>",921,49,"IDLE_SAFE",15.036214,100.912368,124.4061,9.2219,0,3,0,-84,6.75,71
"14:42:29","<2>",921,50,"IDLE_SAFE",15.036214,100.912368,124.1101,9.2219,0,3,0,-85,5.75,71
"14:42:31","<2>",921,51,"IDLE_SAFE",15.036214,100.912368,123.8942,9.2219,0,3,0,-85,6,71
"14:42:33","<2>",921,52,"IDLE_SAFE",15.036214,100.912368,123.4378,9.2219,0,3,0,-91,6.25,71
"14:42:35","<2>",921,53,"IDLE_SAFE",15.036214,100.912368,123.4337,9.2219,0,3,0,-98,5.25,71
"14:42:37","<2>",921,54,"IDLE_SAFE",15.036214,100.912368,123.1274,9.2219,0,3,0,-94,5,71
"14:42:39","<2>",921,55,"IDLE_SAFE",15.036214,100.912368,122.8134,9.2219,0,3,0,-105,3,71
"14:42:41","<2>",921,56,"IDLE_SAFE",15.036214,100.912368,122.9208,9.2219,0,3,0,-94,6,71
"14:42:43","<2>",921,57,"IDLE_SAFE",15.036214,100.912368,122.7168,9.2219,0,3,0,-103,3.5,71
"14:42:45","<2>",921,58,"IDLE_SAFE",15.036214,100.912368,122.392,9.2219,0,3,0,-99,5,71
"14:42:47","<2>",921,59,"IDLE_SAFE",15.036214,100.912368,122.355,9.2219,0,3,0,-96,6.25,71
"14:42:49","<2>",921,60,"IDLE_SAFE",15.036214,100.912368,122.2595,9.2219,0,3,0,-98,5.25,71
"14:42:51","<2>",921,61,"IDLE_SAFE",15.036214,100.912368,121.9347,9.2219,0,3,0,-101,4.25,71
"14:42:53","<2>",921,62,"IDLE_SAFE",15.036214,100.912368,121.6988,9.2219,0,3,0,-103,4,71
"14:42:55","<2>",921,63,"IDLE_SAFE",15.036214,100.912368,121.7353,9.2219,0,3,0,-104,3.5,71
"14:42:57","<2>",921,64,"IDLE_SAFE",15.036214,100.912368,121.5565,9.2219,0,3,0,-107,0,71
"14:42:59","<2>",921,65,"IDLE_SAFE",15.036214,100.912368,121.1501,9.2219,0,3,0,-104,3,71
"14:43:01","<2>",921,66,"IDLE_SAFE",15.036214,100.912368,121.1449,9.2219,0,3,0,-105,2,71
"14:43:03","<2>",921,67,"IDLE_SAFE",15.036214,100.912368,120.5597,9.2219,0,3,0,-110,-0.5,71
"14:43:05","<2>",921,68,"IDLE_SAFE",15.036214,100.912368,120.6173,9.2219,0,3,0,-107,1.5,71
"14:43:07","<2>",921,69,"IDLE_SAFE",15.036214,100.912368,120.6347,9.2219,0,3,0,-106,1.5,71
"14:43:09","<2>",921,70,"IDLE_SAFE",15.036214,100.912368,120.5155,9.2219,0,3,0,-108,0.5,71
"14:43:11","<2>",921,71,"IDLE_SAFE",15.036214,100.912368,120.4421,9.2219,0,3,0,-106,2.25,71
"14:43:13","<2>",921,72,"IDLE_SAFE",15.036214,100.912368,120.4143,9.2219,0,3,0,-108,0.25,71
"14:43:15","<2>",921,73,"IDLE_SAFE",15.036214,100.912368,120.0126,9.2219,0,3,0,-107,1.25,71
"14:43:17","<2>",921,74,"IDLE_SAFE",15.036214,100.912368,119.9191,9.2219,0,3,0,-109,0,71
"14:43:19","<2>",921,75,"IDLE_SAFE",15.036214,100.912368,120.0978,9.2219,0,3,"0",-110,-2.5,71
"14:43:21","<2>",921,76,"IDLE_SAFE",15.036214,100.912368,120.0937,9.2219,0,3,0,-110,-0.75,71
"14:43:23","<2>",921,77,"IDLE_SAFE",15.036214,100.912368,119.7295,9.2219,0,3,0,-109,0,71
"14:43:25","<2>",921,78,"IDLE_SAFE",15.036214,100.912368,119.7588,9.2219,0,3,0,-109,0.25,71
"14:43:27","<2>",921,79,"IDLE_SAFE",15.036214,100.912368,119.6452,9.2219,0,3,0,-108,1,71
"14:43:29","<2>",921,80,"IDLE_SAFE",15.036214,100.912368,119.3899,9.2219,0,3,0,-107,1.5,71
"14:43:35","<2>",921,83,"IDLE_SAFE",15.036214,100.912368,119.2476,9.2219,0,3,0,-114,-5.25,71
"14:43:37","<2>",921,83,"IDLE_SAFE",15.036214,100.912368,119.2476,9.2219,0,3,0,-114,-5.25,71
"14:43:39","<2>",921,85,"IDLE_SAFE",15.036214,100.912368,119.3735,9.2219,0,3,0,-109,0,71
"14:43:41","<2>",921,86,"IDLE_SAFE",15.036214,100.912368,119.3283,9.2219,0,3,0,-113,-4.25,71
"14:43:43","<2>",921,87,"IDLE_SAFE",15.036214,100.912368,119.6529,9.2219,0,3,0,-116,-6.25,71
"14:43:45","<2>",921,88,"IDLE_SAFE","15.0;6:10",100.912368,119.955,9.2219,0,3,0,-112,-2.75,71
"14:43:47","<2>",921,88,"IDLE_SAFE","15.0;6:10",100.912368,119.955,9.2219,0,3,0,-112,-2.75,71
"14:43:49","<2>",921,90,"IDLE_SAFE",15.036214,100.912368,119.4454,9.2219,0,3,0,-107,1.5,71
"14:43:51","<2>",921,91,"IDLE_SAFE",15.036214,100.912368,119.6144,9.2219,0,3,0,-118,-9.25,71
"14:43:53","<2>","92ְIN",92,"IDLE_SAFE",15.036214,100.912368,119.3509,9.2219,0,3,0,-117,-9.5,71
"14:43:55","<2>",921,93,"IDLE_SAFE",15.036214,100.912368,119.4824,9.2219,0,3,0,-117,-7.5,71
"14:43:57","<2>",921,93,"IDLE_SAFE",15.036214,100.912368,119.4824,9.2219,0,3,0,-117,-7.5,71
"14:43:59","<2>",921,95,"IDLE_SAFE",15.036214,100.912368,119.1952,9.2219,0,3,0,-112,-2.75,71
"14:44:01","<2>",921,96,"IDLE_SAFE",15.036214,100.912368,119.0853,9.2219,0,3,0,-116,-7,71
"14:44:03","<2>",921,96,"IDLE_SAFE",15.036214,100.912368,119.0853,9.2219,0,3,0,-116,-7,71
"14:44:07","<2>",921,99,"IDLE_SAFE",15.036214,100.912368,118.418,9.2219,0,3,0,-114,-4.75,71
"14:44:09","<2>",921,100,"IDLE_SAFE",15.036214,100.912368,118.7431,9.2219,0,3,0,-117,-7.5,72
"14:44:11","<2>",921,101,"IDLE_SAFE",15.036214,100.912368,118.6009,9.2219,0,3,0,-125,-16,72
"14:44:13","<2>",921,102,"IDLE_SAFE",15.036214,100.912368,118.3748,9.2219,0,3,0,-114,-5,72
"14:44:15","<2>",921,103,"IDLE_SAFE",15.036214,100.912368,118.2474,9.2219,0,3,0,-121,-11.75,72
"14:44:19","<2>",921,105,"IDLE_SAFE",15.036214,100.912368,118.5212,9.2219,0,3,0,-119,-9.5,72
"14:44:21","<2>",921,105,"IDLE_SAFE",15.036214,100.912368,118.5212,9.2219,0,3,0,-119,-9.5,72
"14:44:23","<2>",921,107,"IDLE_SAFE",15.036214,100.912368,118.3605,9.2219,0,3,0,-116,-6.75,72
"14:44:25","<2>",921,108,"IDLE_SAFE",15.036214,100.912368,118.6009,9.2219,0,3,0,-123,-13.25,72
"14:44:27","<2>",921,109,"IDLE_SAFE",15.036214,100.912368,118.7724,9.2219,0,3,0,-117,-7.5,72
"14:44:29","<2>",921,110,"IDLE_SAFE",15.036214,100.912368,118.7971,9.2219,0,3,0,-120,-10.25,72
"14:44:31","<2>",921,111,"IDLE_SAFE",15.036214,100.912368,118.6974,9.2219,0,3,0,-113,-4,72
"14:44:33","<2>",921,112,"IDLE_SAFE",15.036214,100.912368,118.6815,9.2219,0,3,0,-115,-6,72
"14:44:35","<2>",921,113,"IDLE_SAFE",15.036214,100.912368,118.6656,9.2219,0,3,0,-113,-3.75,72
"14:44:37","<2>",921,114,"IDLE_SAFE",15.036214,100.912368,118.7693,9.2219,0,3,0,-113,-3.5,72
"14:44:39","<2>",921,115,"IDLE_SAFE",15.036214,100.912368,118.9301,9.2219,0,3,0,-117,-8,72
"14:44:41","<2>",921,116,"IDLE_SAFE",15.036214,100.912368,118.6096,9.2219,0,3,0,-113,-3.5,72
"14:44:43","<2>",921,117,"IDLE_SAFE",15.036214,100.912368,118.6173,9.2219,0,3,0,-116,-7,72
"14:44:45","<2>",921,118,"IDLE_SAFE",15.036214,100.912368,118.5156,9.2219,0,3,0,-117,-7.75,72
"14:44:47","<2>",921,119,"IDLE_SAFE",15.036214,100.912368,118.3923,9.2219,0,3,0,-117,-7.5,72
"14:44:49","<2>",921,120,"IDLE_SAFE",15.036214,100.912368,118.4637,9.2219,0,3,0,-122,-12.5,72
"14:44:51","<2>",921,121,"IDLE_SAFE",15.036214,100.912368,118.6702,9.2219,0,3,0,-114,-4.75,72
"14:44:53","<2>",921,122,"IDLE_SAFE",15.036214,100.912368,118.3815,9.2219,0,3,0,-114,-5,72
"14:44:55","<2>",921,123,"IDLE_SAFE",15.036214,100.912368,118.4894,9.2219,0,3,0,-116,-7,72
"14:44:57","<2>",921,124,"IDLE_SAFE",15.036214,100.912368,118.5798,9.2219,0,3,0,-118,-9.25,72
"14:44:59","<2>",921,125,"IDLE_SAFE",15.036214,100.912368,118.7144,9.2219,0,3,0,-117,-7.5,72
"14:45:01","<2>",921,125,"IDLE_SAFE",15.036214,100.912368,118.7144,9.2219,0,3,0,-117,-7.5,72
"14:45:03","<2>",921,127,"IDLE_SAFE",15.036214,100.912368,118.4509,9.2219,0,3,0,-117,-7.75,72
"14:45:05","<2>",921,128,"IDLE_SAFE",15.036214,100.912368,118.4354,9.2219,0,3,0,-117,-8.25,72
"14:45:07","<2>",921,129,"IDLE_SAFE",15.036214,100.912368,118.2921,9.2219,0,3,0,-123,-14.5,72
"14:45:11","<2>",921,131,"IDLE_SAFE",15.036214,100.912368,118.5202,9.2219,0,3,0,-117,-7.75,72
"14:45:13","<2>",921,132,"IDLE_SAFE",15.036214,100.912368,818.5202,9.2219,0,3,0,-120,-10.25,72
"14:45:15","<2>",921,133,"IDLE_SAFE",15.036214,100.912368,119.0339,9.2219,0,3,0,-124,-15,72
"14:45:17","<2>",921,134,"IDLE_SAFE",15.036214,100.912368,119.1495,9.2219,0,3,0,-110,-1.5,72
"14:45:23","<2>",921,137,"IDLE_SAFE",15.036214,100.912368,119.4351,9.2219,0,3,0,-122,-13.75,72
"14:45:25","<2>",921,138,"IDLE_SAFE",15.036214,100.912368,119.0555,9.2219,0,3,0,-108,1,72
"14:45:27","<2>",921,139,"IDLE_SAFE",15.036214,100.912368,119.2178,9.2219,0,3,0,-105,3,72
"14:45:29","<2>",921,140,"IDLE_SAFE",15.036214,100.912368,119.0719,9.2219,0,3,0,-108,0.5,72
"14:45:31","<2>",921,141,"IDLE_SAFE",15.036214,100.912368,119.0118,9.2219,0,3,0,-108,0.25,72
"14:45:33","<2>",921,142,"IDLE_SAFE",15.036214,100.912368,119.0555,9.2219,0,3,0,-108,0.5,72
"14:45:35","<2>",921,143,"IDLE_SAFE",15.036214,100.912368,118.925,9.2219,0,3,0,-115,-5.5,72
"14:45:39","<2>",921,145,"IDLE_SAFE",15.036214,100.912368,118.9538,9.2219,0,3,0,-110,-1,72
"14:45:41","<2>",921,146,"IDLE_SAFE",15.036214,100.912368,118.8526,9.2219,0,3,0,-120,-11,72
"14:45:47","<2>",921,149,"IDLE_SAFE",15.036214,100.912368,118.8654,9.2219,0,3,0,-122,-12.75,72
"14:45:49","<2>",921,150,"IDLE_SAFE",15.036214,100.912368,118.8223,9.2219,0,3,0,-115,-6,72
"14:45:51","<2>",921,151,"IDLE_SAFE",15.036214,100.912368,118.8582,9.2219,0,3,0,-117,-8,72
"14:45:53","<2>",921,152,"IDLE_SAFE",15.036214,100.912368,118.9419,9.2219,0,3,0,-121,-11.5,72
"14:45:55","<2>",921,152,"IDLE_SAFE",15.036214,100.912368,118.9419,9.2219,0,3,0,-121,-11.5,72
"14:45:57","<2>",921,154,"IDLE_SAFE",15.036214,100.912368,119.3878,9.2219,0,3,0,-104,2.75,72
"14:45:59","<2>",921,155,"IDLE_SAFE",15.036214,100.912368,118.9933,9.2219,0,3,0,-106,1.75,72
"14:46:01","<2>",921,156,"IDLE_SAFE",15.036214,100.912368,119.1248,9.2219,0,3,0,-107,1.5,72
"14:46:03","<2>",921,157,"IDLE_SAFE",15.036214,100.912368,119.281,9.2219,0,3,0,-104,3.75,72
"14:46:05","<2>",921,158,"IDLE_SAFE",15.036214,100.912368,119.4151,9.2219,0,3,0,-106,0.75,72
"14:46:07","<2>",921,159,"IDLE_SAFE",15.036214,100.912368,118.7683,9.2219,0,3,0,-102,3.5,72
"14:46:09","<2>",921,160,"IDLE_SAFE",15.036214,100.912368,119.0498,9.2219,0,3,0,-104,3.5,72
"14:46:11","<2>",921,161,"IDLE_SAFE",15.036214,100.912368,118.8551,9.2219,0,3,0,-115,-5.5,72
"14:46:13","<2>",921,162,"IDLE_SAFE",15.036214,100.912368,119.0925,9.2219,0,3,0,-115,-6,72
"14:46:15","<2>",921,163,"IDLE_SAFE",15.036214,100.912368,118.9938,9.2219,0,3,0,-117,-7.25,72
"14:46:17","<2>",921,164,"IDLE_SAFE",15.036214,100.912368,119.0776,9.2219,0,3,0,-111,-1.75,72
"14:46:19","<2>",921,165,"IDLE_SAFE",15.036214,100.912368,119.2825,9.2219,0,3,0,-110,-1.25,72
"14:46:21","<2>",921,166,"IDLE_SAFE",15.036214,100.912368,119.0483,9.2219,0,3,0,-122,-13.25,72
"14:46:23","<2>",921,167,"IDLE_SAFE",15.036214,100.912368,119.1038,9.2219,0,3,0,-113,-4,72
"14:46:25","<2>",921,168,"IDLE_SAFE",15.036214,100.912368,119.2235,9.2219,0,3,0,-109,-0.5,72
"14:46:27","<2>",921,169,"IDLE_SAFE",15.036214,100.912368,119.1536,9.2219,0,3,0,-114,-5.25,72
"14:46:29","<2>",921,170,"IDLE_SAFE",15.036214,100.912368,118.9604,9.2219,0,3,0,-115,-5.75,72
"14:46:33","<2>",921,172,"IDLE_SAFE",15.036214,100.912368,119.1705,9.2219,0,3,0,-109,-0.5,72
"14:46:35","<2>",921,173,"IDLE_SAFE",15.036214,100.912368,118.889,9.2219,0,3,0,-108,0.5,72
"14:46:37","<2>",921,174,"IDLE_SAFE",15.036214,100.912368,119.2101,9.2219,0,3,0,-111,-2.5,72
"14:46:39","<2>",921,175,"IDLE_SAFE",15.036214,100.912368,119.1587,9.2219,0,3,0,-110,-1.5,72
"14:46:41","<2>",921,176,"IDLE_SAFE",15.036214,100.912368,119.1402,9.2219,0,3,0,-112,-2.25,72
"14:46:43","<2>",921,177,"IDLE_SAFE",15.036214,100.912368,119.2245,9.2219,0,3,0,-114,-4.25,72
"14:46:45","<2>",921,178,"IDLE_SAFE",15.036214,100.912368,119.001,9.2219,0,3,0,-110,-1.5,72
"14:46:51","<2>",921,181,"IDLE_SAFE",15.036214,100.912368,118.7478,9.2219,0,3,0,-118,-9.25,72
"14:46:53","<2>",921,182,"IDLE_SAFE",15.036214,100.912368,118.9276,9.2219,0,3,0,-115,-5.5,72
"14:46:59","<2>",921,185,"IDLE_SAFE",15.036214,100.912368,118.9373,9.2219,0,3,0,-114,-4.25,72
"14:47:03","<2>",921,187,"IDLE_SAFE",15.036214,100.912368,118.9368,9.2219,0,3,0,-113,-3.5,72
"14:47:05","<2>",921,188,"IDLE_SAFE",15.036214,"10<.912368",118.8736,9.2219,0,3,0,-120,-11.25,72
"14:47:07","<2>",921,188,"IDLE_SAFE",15.036214,"10<.912368",118.8736,9.2219,0,3,0,-120,-11.25,72
"14:47:09","<2>",921,188,"IDLE_SAFE",15.036214,"10<.912368",118.8736,9.2219,0,3,0,-120,-11.25,72
"14:47:11","<2>",921,191,"IDLE_SAFE",15.034983,100.915798,119.1433,9.2219,0,3,0,-120,-11,72
"14:47:15","<2>",921,193,"IDLE_SAF5","F2Y034983",100.915798,119.0812,9.2219,0,3,0,-118,-8.5,72
"14:47:17","<2>",921,194,"IDLE_SAFE",15.034983,100.915798,119.0848,9.2219,0,3,0,-113,-4,72
"14:47:19","<2>",921,195,"IDLE_SAFE",15.034983,100.915798,118.9707,9.2219,0,3,0,-113,-3.75,72
"14:47:21","<2>",921,196,"IDLE_SAFE",15.034983,100.915798,119.0945,9.2219,0,3,0,-115,-6,72
"14:47:23","<2>",921,196,"IDLE_SAFE",15.034983,100.915798,119.0945,9.2219,0,3,0,-115,-6,72
"14:47:25","<2>",921,198,"IDLE_SAFE",15.034983,100.915798,118.9378,9.2219,0,3,0,-116,-7.5,72
"14:47:29","<2>",921,200,"IDLE_SAFE",15.034983,100.915798,119.0498,9.2219,0,3,0,-115,-5.5,72
"14:47:31","<2>",921,201,"IDLE_SAFE",15.034983,100.915798,119.1443,9.2219,0,3,0,-117,-7.5,72
"14:47:33","<2>",921,202,"IDLE_SAFE",15.034983,100.915798,119.0169,9.2219,0,3,0,-119,-10,72
"14:47:35","<2>",921,203,"IDLE_SAFE",15.034983,100.915798,119.0781,9.2219,0,3,0,-118,-8.75,72
"14:47:37","<2>",921,203,"IDLE_SAFE",15.034983,100.915798,119.0781,9.2219,0,3,0,-118,-8.75,72
"14:47:39","<2>",921,205,"IDLE_SAFE",15.034983,100.915798,119.0082,9.2219,0,3,0,-112,-2.75,72
"14:47:41","<2>",921,206,"IDLE_SAFE",15.034983,100.915798,118.8654,9.2219,0,3,0,-116,-6.5,72
"14:47:43","<2>",921,207,"IDLE_SAFE",15.034983,100.915798,118.9681,9.2219,0,3,0,-114,-4.75,72
"14:47:45","<2>",921,208,"IDLE_SAFE",15.034983,100.915798,118.9445,9.2219,0,3,0,-113,-4,72
"14:47:47","<2>",921,209,"IDLE_SAFE",15.034983,100.915798,119.0195,9.2219,0,3,0,-116,-7,72
"14:47:49","<2>",921,210,"IDLE_SAFE",15.034983,100.915798,119.0627,9.2219,0,3,0,-110,-1.25,72
"14:47:51","<2>",921,211,"IDLE_SAFE",15.034983,100.915798,119.2188,9.2219,0,3,0,-114,-4.5,72
"14:47:53","<2>",921,212,"IDLE_SAFE",15.034983,100.915798,119.1377,9.2219,0,3,0,-115,-5.75,72
"14:47:55","<2>",921,213,"IDLE_SAFE",15.034983,100.915798,118.7904,9.2219,0,3,0,-112,-3.25,72
"14:47:57","<2>",921,214,"IDLE_SAFE",15.034983,100.915798,118.9039,9.2219,0,3,0,-117,-7.25,72
"14:47:59","<2>",921,215,"IDLE_SAFE",15.034983,100.915798,119.0283,9.2219,0,3,0,-116,-7,72
"14:48:01","<2>",921,216,"IDLE_SAFE",15.034983,100.915798,118.9404,9.2219,0,3,0,-116,-7,72
"14:48:03","<2>",921,217,"IDLE_SAFE",15.034983,100.915798,118.8233,9.2219,0,3,0,-119,-9,72
"14:48:05","<2>",921,218,"IDLE_SAFE",15.034983,100.915798,119.0709,9.2219,0,3,0,-118,-8.25,72
"14:48:07","<2>",921,219,"IDLE_SAFE",15.034983,100.915798,119.0652,9.2219,0,3,0,-122,-12.25,72
"14:48:09","<2>",921,220,"IDLE_SAFE",15.034983,100.915798,118.9995,9.2219,0,3,0,-116,-7,72
"14:48:11","<2>",921,220,"IDLE_SAFE",15.034983,100.915798,118.9995,9.2219,0,3,0,-116,-7,72
"14:48:13","<2>",921,222,"IDLE_SAFE",15.034983,100.915798,119.058,9.2219,0,3,0,-124,-14.5,72
"14:48:15","<2>",921,223,"IDLE_SAFE",15.034983,100.915798,119.1418,9.2219,0,3,0,-115,-5.5,72
"14:48:17","<2>",921,223,"IDLE_SAFE",15.034983,100.915798,119.1418,9.2219,0,3,0,-115,-5.5,72
"14:48:19","<2>",921,225,"IDLE_SAFE",15.034983,100.915798,119.036,9.2219,0,3,0,-118,-8.25,72
"14:48:21","<2>",921,226,"IDLE_SAFE",15.034983,100.915798,119.4454,9.2219,0,3,0,-114,-4.5,72
"14:48:23","<2>",921,227,"IDLE_SAFE",15.034983,100.915798,118.9404,9.2219,0,3,0,-112,-2.5,72
"14:48:25","<2>",921,228,"IDLE_SAFE",15.034983,100.915798,119.0668,9.2219,0,3,0,-114,-4.5,72
"14:48:27","<2>",921,229,"IDLE_SAFE",15.034983,100.915798,119.1654,9.2219,0,3,0,-116,-7,72
